RespondentID,dCountry,Country_ISO,Q45B,Q55,Q6,Q21_Gender,Q21_Age,Q30,Q31,Q42,Q62,WEIGHT,mainpropsec_web,mainpropdoc_web,reason_1_web,reason_2_web,reason_3_web,reason_4_web,reason_5_web,reason_6_web,reason_7_web,ISO_Alpha_2_code,ISO_Alpha_3_code,ISO_Numeric
1.00039E+13,39,PSE,1,2,1,1,1,4,1,1,0,2.285441768,1,2,5,1,1,2,1,2,1,PS,PSE,275
1.00039E+13,39,PSE,0,1,1,2,1,4,2,3,1,1.391399332,0,1,5,5,5,5,5,5,5,PS,PSE,275
1.00039E+13,39,PSE,0,1,1,1,3,4,1,1,1,0.594899498,0,1,5,5,5,5,5,5,5,PS,PSE,275
1.00039E+13,39,PSE,1,1,1,1,2,3,1,2,1,1.334900635,1,1,1,2,2,2,1,1,2,PS,PSE,275
1.00039E+13,39,PSE,0,1,1,1,3,2,3,3,1,0.446174624,0,1,5,5,5,5,5,5,5,PS,PSE,275
1.00039E+13,39,PSE,1,1,1,2,1,4,1,3,1,1.907871196,1,1,2,2,2,2,2,2,2,PS,PSE,275
1.00039E+13,39,PSE,1,3,1,1,2,3,1,3,1,0.457088354,1,3,1,1,1,2,1,1,2,PS,PSE,275
1.00039E+13,39,PSE,0,1,1,1,2,3,1,3,1,2.641232694,0,1,5,5,5,5,5,5,5,PS,PSE,275
1.00039E+13,39,PSE,1,1,1,2,3,3,1,3,1,0.679236212,1,1,2,2,1,2,1,2,2,PS,PSE,275
1.00039E+13,39,PSE,0,1,1,2,2,3,1,3,1,1.015875726,0,1,5,5,5,5,5,5,5,PS,PSE,275
1.00039E+13,39,PSE,1,3,1,2,2,4,1,999,1,0.58106992,1,3,1,1,1,2,2,2,2,PS,PSE,275
1.00039E+13,39,PSE,1,1,1,1,2,1,3,3,1,1.334900635,1,1,2,1,2,2,2,2,2,PS,PSE,275
1.00039E+13,39,PSE,1,1,1,2,2,4,1,3,0,1.482052494,1,1,1,2,2,2,1,2,2,PS,PSE,275
1.00039E+13,39,PSE,1,3,1,2,2,4,2,3,1,0.463699054,1,3,1,1,1,2,2,2,2,PS,PSE,275
1.00039E+13,39,PSE,0,1,1,1,2,1,1,1,1,1.450244066,0,1,5,5,5,5,5,5,5,PS,PSE,275
1.00039E+13,39,PSE,0,3,1,2,2,4,1,3,1,0.953935598,0,3,5,5,5,5,5,5,5,PS,PSE,275
1.00039E+13,39,PSE,0,1,1,2,3,4,3,1,1,1.643218869,0,1,5,5,5,5,5,5,5,PS,PSE,275
1.00039E+13,39,PSE,0,2,1,2,2,4,1,3,1,0.465680547,0,2,5,5,5,5,5,5,5,PS,PSE,275
1.00039E+13,39,PSE,0,1,1,1,2,4,1,2,1,0.973535245,0,1,5,5,5,5,5,5,5,PS,PSE,275
1.00039E+13,39,PSE,0,1,1,1,1,1,1,3,1,1.880263308,0,1,5,5,5,5,5,5,5,PS,PSE,275
1.00039E+13,39,PSE,1,1,1,2,1,4,1,3,1,1.391399332,1,1,1,1,1,2,1,2,2,PS,PSE,275
1.00039E+13,39,PSE,1,1,1,2,2,2,2,3,1,0.823183686,1,1,2,1,2,1,2,1,2,PS,PSE,275
1.00039E+13,39,PSE,0,1,1,2,1,3,3,3,1,2.244063352,0,1,5,5,5,5,5,5,5,PS,PSE,275
1.00039E+13,39,PSE,0,1,1,2,3,1,3,999,0,0.264123269,0,1,5,5,5,5,5,5,5,PS,PSE,275
1.00039E+13,39,PSE,1,1,1,1,2,4,2,2,1,1.849081381,1,1,1,2,2,2,1,1,2,PS,PSE,275
1.00039E+13,39,PSE,0,1,1,2,2,3,1,2,1,1.016086899,0,1,5,5,5,5,5,5,5,PS,PSE,275
1.00039E+13,39,PSE,0,1,1,2,2,4,1,3,1,1.015875726,0,1,5,5,5,5,5,5,5,PS,PSE,275
1.00039E+13,39,PSE,0,1,1,2,3,4,2,1,0,0.264123269,0,1,5,5,5,5,5,5,5,PS,PSE,275
1.00039E+13,39,PSE,0,1,1,2,2,4,1,3,1,0.495255428,0,1,5,5,5,5,5,5,5,PS,PSE,275
1.00039E+13,39,PSE,0,1,1,1,2,1,3,3,1,0.648882548,0,1,5,5,5,5,5,5,5,PS,PSE,275
1.00039E+13,39,PSE,1,2,1,2,3,4,2,1,1,0.273869812,1,2,5,2,1,2,2,2,2,PS,PSE,275
1.00039E+13,39,PSE,0,1,1,2,2,4,1,1,0,0.645052678,0,1,5,5,5,5,5,5,5,PS,PSE,275
1.00039E+13,39,PSE,0,2,1,1,2,3,1,3,1,1.570127795,0,2,5,5,5,5,5,5,5,PS,PSE,275
1.00039E+13,39,PSE,0,2,1,2,3,4,1,1,1,0.264123269,0,2,5,5,5,5,5,5,5,PS,PSE,275
